beer,beer_id,tasting_category_fine,A_malt_all,A_malt_grain,A_malt_bread,A_malt_cara,A_malt_burn,A_hops_all,A_hops_citrus,A_hops_tropical,A_hops_noble,A_hops_woody,A_esters_all,A_esters_ethac,A_esters_isoaa,A_esters_flower,A_esters_fruity,F_malt_all,F_malt_grain,F_malt_bread,F_malt_cara,F_malt_burn,F_hops_all,F_hops_citrus,F_hops_tropical,F_hops_noble,F_hops_woody,F_esters_all,F_esters_ethac,F_esters_isoaa,F_esters_flower,F_esters_fruity,acidity,bitternes,sweetness,X4vg,diacetyl,dms,metallic,stale_hops,t2n,orange,coriander,clove,lactic,acetic,barnyard,alcohol,aftertaste,body,co2,overall
113,5425006700016,Blond,0.268463493,0.823430063,0.260862779,-0.312549265,-0.324250193,0.133924547,0.269300076,-0.219584732,-0.290645448,0.171411515,0.40863373,0.350126035,0.016547774,0.406485061,0.403008443,0.1429153,0.594418395,-0.186991731,-0.378833217,-0.131885617,-0.48956315,0.775385374,-0.311761191,-0.425360982,-0.244710746,-0.056637709,-0.185965179,-0.401518276,0.437058249,-0.049942807,-0.420340414,0.28611708,0.167437234,-0.251152915,-0.010635778,-0.094878778,0.799018673,-0.347079929,0.129665773,-0.238318514,0.053208172,-0.220920701,-0.303586551,-0.275928439,-0.34032846,0.084164671,0.096465259,-0.119601026,0.1164245,0.084457326
176,5411858000183,West Flanders ale,-0.580304188,-0.217892103,-0.460335228,-0.253948608,-0.346786162,-0.90490293,-0.400498596,-0.25467186,-0.522764574,-0.279102936,-0.809744094,-0.240096974,-0.663413337,-0.245658211,-0.367414175,-1.063667094,-0.403339027,-0.306950884,-0.537532122,-0.44568677,-0.969854129,-0.337488276,-0.28842888,-0.535064122,-0.31418741,-0.503028071,-0.316425047,-0.511248169,-0.073743588,-0.203302063,3.781348008,-1.009684994,-0.289247322,-0.463237558,-0.304382196,-0.202482382,-0.379633392,0.012722393,-0.387657549,-0.254800591,-0.163465732,-0.217791672,3.419127797,3.818123967,0.029256719,-0.745941769,0.22492909,-0.438855763,-0.82669789,-0.471560722
105,5425006700405,Strong ale,1.770384746,0.68406606,-0.463816463,1.833600169,2.880094956,0.118111327,-0.454632656,-0.360397932,0.195815093,0.287631461,-0.022723353,0.706531313,0.196987749,0.032253158,-0.556248688,1.735049823,-0.655190052,-0.178354181,0.560026543,2.91021482,0.881180561,-0.388513495,-0.276181905,0.790279235,0.783819528,-0.191924437,1.120398702,0.334522013,-0.247569995,-0.475270083,-0.477906869,0.448790424,-0.704459831,-0.448226162,-0.073357933,-0.414086055,-0.527503194,0.706869205,-0.387671461,-0.251346633,0.868182272,-0.198518673,-0.284383559,-0.279969843,-0.338178284,0.943783342,1.063987457,0.675068486,0.644924005,0.076979526
167,5411858000077,Flanders old brown,0.686616977,0.740310992,0.705387197,0.023536277,0.247348943,-0.910773269,-0.310606446,-0.36296944,-0.343886005,-0.306886358,0.075965911,0.292449208,-0.201686256,-0.328388196,0.058460046,0.192463213,0.441994854,0.300628951,-0.373752201,-0.437933773,-0.497011601,-0.174508468,-0.313719303,-0.253797284,-0.162051961,0.191111299,0.265474714,-0.042327663,0.022574323,0.284438347,1.942722887,-0.891586904,-0.022828603,-0.486001504,1.446033267,-0.45973794,-0.034308055,-0.194805282,0.16063655,0.060263278,-0.164528591,-0.211174334,0.690858653,2.353935326,-0.177995357,-0.386587981,0.022267279,-0.154281138,-0.313073357,0.066018826
59,5425005660601,Blond,-0.488252338,-0.619154878,-0.466497078,-0.314754778,-0.047409092,1.48129525,1.479065169,-0.012164066,0.693015161,-0.297415883,-0.585267368,-0.190278033,-0.426625292,-0.304251602,-0.378576516,0.366702921,-0.190084493,-0.229172624,0.381066874,0.696096346,0.332161079,0.225492105,-0.294197242,0.363177299,-0.143420573,-0.650426539,-0.195936383,-0.478457974,-0.126149463,-0.50448885,-0.054681204,1.536765322,-0.517938021,0.194668822,-0.501358062,-0.218589572,-0.246938146,-0.139405588,-0.296886512,-0.227760533,0.14032704,-0.220350874,-0.305958122,-0.276604088,-0.131978973,-0.206606745,1.206672386,-0.032930802,-0.460533436,-0.331552824
135,5410908000029,Tripel,-0.436381674,-0.306560831,-0.36484663,-0.026712451,-0.012769725,-0.160654294,0.125005449,-0.072833148,-0.597761626,-0.258345027,0.072536275,-0.439193108,0.775340509,0.245338213,-0.317466263,0.070794683,-0.003696326,-0.049874809,0.177079932,-0.102655851,-0.069773791,0.667903745,0.349719846,-0.752152992,0.121082546,-0.033398489,-0.13078487,0.342400742,-0.224063137,-0.260859337,-0.401076239,0.190049255,0.111805648,-0.270559774,-0.361295392,-0.48884745,0.212310718,-0.156247473,0.075822695,-0.006211086,0.272792965,-0.230260048,-0.304324965,-0.275719588,-0.14230528,0.155599641,-0.279691152,0.093768389,0.49150302,0.871757402
82,5411516002269,Kriek,-0.221513205,-0.220134601,-0.429247852,-0.493870265,0.176002145,-0.647504259,-0.338462081,-0.260497454,-0.431632421,-0.055024446,0.052911218,-0.283823133,-0.028656011,0.063518979,0.545667065,-0.668760341,-0.371723929,-0.388874207,-0.501364888,-0.185944636,-0.912445685,-0.452488971,-0.283492388,-0.578770206,-0.305654563,0.419843293,0.612368001,-0.119424257,0.264176022,0.166030396,3.594075782,-0.814364504,-0.631580766,-0.482112706,-0.304639865,0.109106349,-0.218415602,-0.148026453,0.287006517,-0.231139286,-0.166492365,0.434492497,2.339754632,2.805844287,-0.132092518,-0.285308087,0.76783293,-0.281696849,-0.956792003,-1.069290689
241,608782666133,Kriek,-1.156399376,-0.633486248,-0.552615743,-0.548262809,-0.357143272,-1.081497947,-0.239617916,-0.364904446,-0.678498073,-0.3996214,0.40084333,0.245441892,-0.319425482,-0.514672007,1.211173789,-1.649828118,-0.777128323,-0.580031403,-0.533997649,-0.489784166,-1.043782541,-0.269165532,-0.183635269,-0.693815053,-0.484079168,0.414759643,-0.090370639,-0.635610109,0.143853662,1.227967298,2.114038979,-0.400434466,-0.38122704,-0.578042872,-0.459009861,-0.218195219,-0.630156705,-0.152071703,0.205087545,-0.280404369,-0.235412798,-0.246439993,1.891237727,2.057701129,-0.144172808,-0.563948116,-0.068185709,-0.310949756,0.133579571,0.076116684
128,5425014681017,Amber,-0.76838961,-0.427684687,-0.162038861,-0.543087583,-0.2089903,-0.128814811,-0.443415382,-0.427416939,0.221859389,0.787327819,-0.745980314,-0.420803204,-0.221639516,-0.447208447,-0.601090361,-0.414910218,-0.225439845,-0.121265448,-0.496403774,-0.098614872,-0.145512026,-0.39886376,-0.318139554,-0.172532678,0.643939843,-0.738151136,-0.356311009,-0.437766035,-0.268091392,-0.477821007,0.273401435,-0.51308296,-0.524690669,-0.165392651,-0.469185992,0.430636555,0.141102789,2.085042034,-0.034749064,-0.25410347,-0.166094786,-0.202969443,0.376165863,-0.260953251,2.099183355,-0.315444109,-0.526314397,-0.513890658,0.145022804,-1.005601205
244,5413784109060,West Flanders ale,0.202034915,0.392506422,-0.115276522,-0.020042174,-0.138183557,-0.922061488,-0.400498596,-0.33918186,-0.458452815,-0.279102936,-0.160210612,0.16276887,-0.484122649,-0.341948672,0.199849514,0.520262829,0.516556172,0.372598686,0.332133157,-0.44568677,-0.801905011,-0.209890796,-0.28842888,-0.485415443,-0.31418741,-0.302456945,0.153163368,-0.333979552,-0.276283323,-0.365857968,0.496743294,-1.062466768,0.257410049,-0.463237558,2.189226081,-0.207185134,0.118465038,0.221583037,0.026301788,-0.254800591,-0.163465732,-0.217791672,1.340470824,0.395773019,0.233976098,-0.602367319,-0.528948514,-0.269947862,-0.494527805,-0.418709033
178,620670293948,West Flanders ale,-0.00075945,-0.109631272,0.087466437,-0.012573333,-0.227618379,-0.34738997,-0.330675714,-0.33918186,0.002574085,0.164108993,-0.544953258,-0.032235682,-0.599683971,-0.068945278,-0.546571205,0.155229377,0.196275387,0.412349546,0.170635245,-0.44568677,-0.729733137,-0.190629218,0.126618573,-0.417499395,-0.31418741,-0.195330197,-0.266548516,-0.160400834,-0.043916012,-0.383272966,1.18457829,-0.876628265,1.474174694,-0.463237558,-0.2646766,-0.047936088,-0.26356917,-0.326714263,0.282677134,0.177525177,-0.163465732,-0.217791672,0.793812701,0.757651659,-0.318462468,-0.739035629,-0.317481754,-0.04434284,-0.074917319,-0.192675244
110,5411098730291,Blond,-0.572065115,-0.824530229,-0.086969265,0.025355476,-0.292356223,-0.721614307,-0.090636766,0.142668048,-0.842155098,-0.324294813,1.670572305,1.479177898,1.683205238,-0.13190395,-0.044842622,-0.254569619,-0.49427915,0.116734135,0.111317791,-0.272214511,-0.919262597,-0.189373662,0.33780287,-0.84403196,-0.357995408,0.743336883,1.006540807,1.018398088,-0.089549172,-0.254221371,1.375111762,-0.131536261,0.537492405,-0.066129811,0.026400767,-0.331299242,0.20807851,-0.356219049,0.523898383,-0.234353571,-0.197774146,-0.223162394,-0.331197156,-0.277935224,-0.350926111,0.53185875,0.380141728,0.360906568,-0.059791326,0.87872975
231,5425025390090,Stout/Porter,2.66112681,-0.962856248,-0.137662996,-0.10786986,4.104157537,-0.468593348,-0.426447027,-0.183953059,-0.113274495,0.426360425,-1.010410599,-0.122120449,-0.740392181,-0.205722008,-0.474215744,1.805130999,-0.860901039,0.075594135,0.26481793,2.949560062,-0.329906951,-0.358310776,-0.071565319,-0.292065863,0.17083345,-0.886009701,-0.069916403,-0.625167734,-0.321917084,-0.594371394,-0.317702631,0.037094296,-0.194279767,-0.534690112,-0.376216152,-0.372436865,-0.551785173,-0.349732711,-0.436070855,-0.257867798,-0.172039622,-0.224802306,-0.319330699,-0.2806984,-0.342363368,0.230987426,1.201019351,0.29701846,-0.620890498,-0.955883254
112,5410908000012,Brown,0.468378423,0.305441341,0.178585167,0.248337674,-0.371552201,0.16113983,-0.285660488,-0.001874547,0.099354864,-0.337560049,0.809960305,0.26682696,0.861220509,0.093571657,-0.34709698,0.018202725,-0.135524643,0.311639994,0.491975148,-0.352288675,0.520573607,-0.016364777,-0.028809567,0.764074516,-0.054391613,0.543342613,0.568698746,0.609701449,-0.083713037,-0.389102757,-0.474611736,0.101215582,-0.447678535,0.352626003,-0.221339497,-0.412013347,0.831776092,-0.083058728,-0.064653239,-0.256073738,-0.176379582,-0.218965058,-0.307488368,-0.280143962,-0.056460446,0.624461877,-0.097396845,-0.243138568,0.377905325,0.338239978
219,5411681401775,Hoppy,-0.052304516,-0.218135919,-0.072926034,-0.413761202,0.069387322,1.075448914,0.152275825,1.183422934,1.201088566,0.284362572,-0.31856544,0.013413314,-0.105778003,-0.049364647,-0.514644041,-0.058738116,-0.0308703,-0.133428523,-0.123528498,0.00784203,0.781963674,-0.006035525,0.841024005,1.321110399,-0.142149655,-0.327767365,-0.018982163,-0.050314403,0.139442983,-0.510237805,-0.136972923,0.735498969,-0.355779239,-0.259531909,-0.152759518,-0.07194454,-0.473108437,0.834983395,-0.053232309,-0.114821918,-0.164720764,-0.204437529,-0.323649751,-0.265262544,0.856782822,0.284113133,0.370547165,0.335570049,-0.11165528,-0.046425553
129,5410228146162,Brown,0.551271994,0.167146642,0.226592084,-0.002495336,1.79889473,-0.218869418,-0.460508626,-0.050163787,-0.306439107,-0.074616675,-1.298712478,-0.65858782,-0.714302317,-0.437522681,-0.464403682,0.537195765,0.188473144,0.611881215,0.377441528,1.046132226,-0.642913552,-0.410506733,-0.003305771,-0.553649216,-0.229727866,-1.099424564,-0.615391659,-0.520860072,-0.278974393,-0.379920032,-0.380102803,-0.324917942,0.06720304,2.684559076,0.643928782,-0.2021048,0.20555586,0.229007231,0.195766764,-0.246405648,-0.180678619,-0.220198636,-0.33198296,-0.29520557,0.265101405,0.221600614,-0.191140353,0.145898969,-0.408056193,-0.743926285
42,5411024000047,Lambic,-0.812463389,-0.256395342,-0.371147369,-0.548262809,-0.357143272,0.100682303,0.009931621,-0.238139446,0.20831734,0.018290648,-0.241342158,0.707215133,-0.841867054,-0.030132445,0.306776353,-0.73187277,-0.132999368,-0.576443882,-0.533997649,-0.489784166,-0.756587042,-0.269165532,-0.381055304,-0.259207503,-0.484079168,-0.361041926,0.118479305,-0.726982849,-0.385343773,0.257045957,3.250908743,-0.176429739,-0.421018635,-0.337894831,-0.583067873,-0.746312157,-0.630156705,-0.361025743,-0.488937098,0.164871637,-0.235412798,-0.246439993,3.826022977,3.116066917,-0.353126849,-0.703587523,-0.02938342,-0.05409952,-0.381885689,1.024458183
72,54121096,Hoppy,-0.647605833,-0.113712343,-0.327582103,-0.523974473,-0.371749524,1.705374426,1.131463632,2.912431364,0.09076813,0.247538039,-0.00941463,-0.548215483,-0.583932142,0.734943358,0.556054819,-0.037842882,0.219243271,-0.359838303,-0.297812825,0.002901699,0.774079455,0.985419498,1.209546391,0.223753726,1.464963667,-0.008390129,-0.414769464,-0.322213365,0.447894848,0.197993805,-0.15416868,0.391731272,-0.363802519,-0.141839309,-0.310213946,-0.223111418,-0.109458241,0.395262643,0.109940282,-0.228646782,-0.168265115,-0.204315821,-0.323671093,-0.265117304,0.438647197,-0.139958208,0.385503063,-0.025125018,-0.511462391,0.719215901
186,112161945,Strong ale,1.554361113,0.143146487,2.462206713,1.173583711,1.605239338,0.069691925,-0.405857896,0.234659845,-0.139913988,-0.522916254,0.76437133,0.808085571,1.168593105,0.229197049,0.072011333,1.562423974,0.269830096,0.88959037,0.167609743,2.319245915,0.359209117,-0.358209143,0.740726931,-0.341096196,1.861832293,1.335262622,1.063333811,0.842820695,1.622478677,0.271611037,-0.431902723,0.019394392,-0.341298233,-0.414652787,-0.164123105,-0.731916242,0.582480634,-0.376104473,-0.498208782,-0.29440344,-0.171125303,1.230666794,-0.310951962,-0.290185977,-0.374259134,0.876402074,1.047123929,0.226780521,-0.296909334,0.580687818
109,5412858000067,Brown,-0.092657768,-0.714096505,0.26175229,0.112844656,0.336243309,1.225554444,0.685649755,0.047513743,1.189441197,1.022748288,0.213569724,0.577593411,-0.173034291,-0.02931517,-0.233365129,0.305031182,0.053436648,0.301665958,0.203906661,0.079735687,0.588602732,0.786347157,0.18605858,0.542303099,-0.121042658,0.254379998,0.168509161,-0.31107598,-0.313884856,0.073818467,-0.474611736,0.395513801,-0.314632452,-0.208448943,-0.336596886,-0.373972518,-0.40583791,0.307483775,0.330575831,0.451816599,0.338523491,0.234115917,-0.307488368,-0.280143962,0.316998599,0.555505121,0.172581186,0.540143853,0.274834705,0.271627285
246,5410783001432,Blond,-0.372995617,-0.057812974,-0.236764625,-0.495997296,-0.101333415,-0.015467505,0.282353736,0.087548466,0.077371151,-0.329769384,0.249368562,0.465855251,0.404699691,-0.355350142,-0.135233912,-0.166079751,0.012476712,0.400121588,-0.038812122,-0.178876947,0.161209768,0.32444213,0.145160094,0.098494733,-0.355054969,0.508034983,0.374990159,0.543330405,-0.337577246,0.210805458,-0.443857248,-0.101685561,-0.061638478,-0.537465588,-0.055537676,-0.536749489,0.079615773,-0.352271463,-0.462282809,-0.228287652,-0.166329579,-0.200984741,-0.311306183,-0.266568441,-0.344019668,0.316403894,-0.310896192,0.325708494,-0.227386373,0.729345784
97,5411676700005,Hoppy,-0.173404899,0.338595359,0.175648489,-0.523458111,-0.215037042,0.66259753,-0.35548337,-0.394370827,1.195918397,-0.058952017,0.243599154,-0.036407625,0.618036596,-0.36484213,0.005148797,0.678995075,0.720516274,0.707235934,-0.511302813,0.137123624,1.334838765,-0.255914942,-0.292036281,1.63117216,-0.054391613,-0.088134447,0.018666351,0.437330819,-0.313884856,-0.17989966,-0.474611736,0.962448453,-0.49834405,-0.429243516,-0.5259363,1.235736266,-0.03169694,-0.083058728,0.92365715,-0.256073738,-0.176379582,-0.218965058,-0.307488368,-0.280143962,-0.056460446,0.770397027,0.568502788,0.26606361,0.366612352,-0.096972098
87,5412896001507,Stout/Porter,0.701218532,0.797735807,0.29390421,0.480472856,-0.378415498,0.1550824,0.281092678,-0.010710776,-0.07199312,0.291949736,0.194726967,-0.024519359,0.046758247,-0.387424343,0.078132236,0.767145581,-0.107635711,0.313982667,1.497208654,-0.45018595,-0.542695968,-0.358310776,0.370527125,-0.424940856,-0.250197395,0.395436817,-0.57209425,0.530892335,0.203613675,0.426214775,-0.452260014,-0.94280316,2.945475123,-0.534690112,0.28551607,-0.211367798,-0.551785173,-0.349732711,-0.035719572,-0.257867798,-0.172039622,-0.224802306,-0.319330699,-0.2806984,-0.342363368,-0.672343066,-0.526960423,-0.584877163,-0.615767262,-1.38157196
220,5412783053015,Kriek,-0.408169261,-0.165473327,-0.340541654,-0.193790523,-0.266368937,-1.144233783,-0.426724285,-0.314825312,-0.747332665,-0.279720633,1.093956278,0.465847158,0.495151905,0.768337603,0.854139853,-0.929925948,-0.323377627,-0.49362651,-0.501364888,-0.463575485,-1.049985978,-0.350514288,-0.198883801,-0.815395814,-0.305654563,0.777024591,-0.128868555,0.867289515,0.535802531,0.933231796,0.107819773,-1.479286059,2.107474564,-0.482112706,-0.207488407,-0.591636962,-0.145637221,-0.197889722,-0.404578988,-0.231139286,-0.166492365,-0.197426812,0.699318581,-0.280484418,-0.175486101,-1.332164302,-0.334239758,-0.3947861,-0.830850553,0.134674329
201,741360987296,Stout/Porter,0.361171524,0.426391491,0.228395827,-0.298472081,-0.16167014,-0.377380984,-0.25719559,0.035942715,-0.409512502,-0.150014001,0.380033653,0.453958191,0.081672571,0.033792691,0.14489595,0.451965204,0.442564609,0.341479993,0.285880617,0.792878065,-0.644233073,-0.384328999,-0.156587693,-0.231776354,-0.09523782,-0.004773562,0.133059807,-0.140892761,0.088310722,-0.494876962,-0.514427648,0.359668804,0.300747727,0.018181093,-0.438716798,0.574716948,-0.044866511,0.299424205,-0.045957336,-0.255370648,-0.157100104,0.249793788,-0.273411429,-0.2681012,0.312283048,0.246201127,0.557123587,0.342365916,-0.51842387,-0.123760373
14,54040014,Brett/cofermented,-0.080357449,0.174760324,0.096994993,-0.418535463,-0.347589099,0.172100903,-0.087236285,-0.209503003,-0.076747452,0.607323994,0.019519658,0.13131407,0.313135679,0.641335906,-0.066472943,-0.454547191,-0.271821514,-0.039973816,-0.467963879,-0.092486635,0.321924671,-0.361345591,-0.318231854,0.281411894,1.043483596,-0.307718237,-0.32653368,-0.525154405,2.084232862,-0.361484028,-0.14575034,0.437437369,-0.977540013,-1.26E-05,-0.09903026,0.079104697,-0.279851463,0.566721357,0.391299267,-0.248142575,-0.160148109,-0.204596605,0.007412056,0.452407083,0.594455363,-0.0156841,0.375685965,-0.516861814,0.228636416,0.173431773
173,5425005660809,Stout/Porter,0.339506752,0.67202501,0.332362798,-0.274382683,0.503647277,0.24026034,0.325602867,-0.193789783,0.61044738,0.197422769,-0.639880955,-0.088129853,-0.405897158,-0.158558459,-0.37798452,0.869198964,-0.252495909,0.456388494,-0.039953659,0.787885544,0.062021822,-0.021097239,-0.078333985,0.319453158,-0.092378105,-0.330634712,-0.16842994,-0.251544197,-0.276260801,-0.072474703,-0.514427648,0.317871463,0.602987958,-0.191857213,-0.399719594,0.684267154,-0.416773427,0.24322339,-0.242335221,-0.255370648,-0.157100104,-0.192597444,-0.273411429,-0.2681012,0.250650006,0.13185786,0.297285757,0.599363957,-0.470011588,0.248072642
37,5410908000036,Strong ale,0.74193261,0.437217581,0.325327198,0.62423966,0.031629505,-0.062231496,-0.185990413,-0.286574132,0.269155437,0.022753813,-0.042342131,0.276325561,-0.203973137,-0.261450645,-0.104428174,0.629057199,0.33191525,0.498252258,0.830584595,0.163729677,0.124953358,-0.116005395,-0.237310454,0.250051486,-0.081727524,0.51863343,0.507552427,0.321045914,-0.15974521,0.148714799,-0.544222685,0.293535098,-0.038268021,0.40041171,0.61983954,-0.297221565,-0.001838089,-0.054587264,-0.123500061,-0.253257668,-0.161984063,-0.203216137,-0.287464718,-0.260092591,-0.036821243,0.910840295,0.196999005,0.365443841,0.24931229,-0.115259902
119,5411831000742,Pils/Lager,-0.081175972,0.239397096,-0.343958752,-0.134483473,-0.20435178,-0.1854708,-0.494119573,-0.295494952,0.006693725,0.116267696,-0.253845517,0.277350536,-0.271082663,-0.416758292,-0.319871933,0.088427767,0.494465968,-0.228581662,-0.239361712,-0.28550118,-0.350973518,-0.443864722,-0.293107834,-0.038099074,-0.178674401,-0.517257402,-0.213225422,-0.298904097,-0.349591602,-0.358065166,-0.430150184,-0.18869277,-0.103411235,0.047968575,-0.142938597,1.010822959,0.087700194,0.267274823,0.755528494,-0.221194384,0.028889723,-0.211215031,-0.286260354,-0.237812464,0.272547847,-0.407223429,-0.673035891,-0.392863248,-0.433471808,-0.071359608
177,5425100322608,Fruitbeer,-1.125627857,-0.359507626,-0.689772601,-0.599110694,-0.403207114,-0.607662168,-0.368017525,0.211052883,-0.723663147,-0.463908713,0.624901383,-0.699589973,0.650066634,0.604125481,0.133227916,-1.070448921,-0.421667223,-0.73675475,-0.533147626,-0.461876522,-0.959518533,0.011689156,-0.191817776,-0.650075076,-0.603583764,-0.018754456,-0.673875382,0.488458574,0.360877365,0.029363042,1.876070883,-1.069987811,-0.002438447,-0.634992482,-0.657461766,-0.756966533,-0.73722619,-0.344930396,-0.255760888,-0.269269329,-0.235029903,-0.268516935,2.302349482,1.793863777,-0.342486837,-1.060335031,-0.500448557,-0.932473323,-1.23391597,-0.061159467
106,5413977000044,Christmas,0.745441046,0.752761067,0.426223207,0.522077244,0.33721411,-0.189697192,-0.268057556,-0.397617801,0.124087963,-0.186512171,0.404340182,0.808292608,0.317892525,0.572839705,-0.629603839,0.602839237,0.568300587,0.568562999,0.018936379,-0.233597265,0.224926752,-0.189780885,-0.312831347,0.313580048,-0.154083024,0.478676063,0.556536731,-0.097856946,-0.199751719,-0.530858138,-0.482335474,0.047662068,-0.229990783,-0.161361974,1.254155334,0.221312988,0.003808129,-0.344433963,-0.093907386,-0.268796309,-0.165453094,-0.204894583,0.035694413,-0.27415316,-0.336182168,0.861356153,-0.351174325,0.69354141,0.118887463,-0.044326028
159,5411686700668,Flanders old brown,0.02177712,-0.174501337,0.047433858,-0.064168903,0.341906443,-0.574644932,-0.243132566,-0.27845944,-0.250166227,-0.142013491,0.289985892,0.286455423,0.019419512,0.483489258,-0.015969686,-0.429206133,-0.17885508,-0.184550718,0.016551878,-0.372220773,-0.431623543,-0.114456405,-0.182105946,-0.19003413,-0.162051961,0.643482503,1.01746542,-0.225073143,0.495480863,0.22052736,1.504995965,-0.727544815,0.46999187,-0.205656988,0.361191337,-0.20961988,-0.070011499,0.013695589,0.003877194,-0.236587392,1.191755366,-0.211174334,1.712226567,0.80054254,0.029614802,-0.013769594,0.274568221,0.46586861,-0.021341327,0.280108933
90,54017016,Pils/Lager,-0.344731327,0.0536556,-0.128469667,-0.23300788,-0.274083606,-0.790715691,-0.497214658,-0.133566459,-0.513925943,-0.292678704,-0.246476874,-0.446777343,-0.052744112,-0.42172268,0.204110705,0.351205547,0.410502528,0.312518813,0.207429391,-0.34636537,-0.674759716,-0.430594881,-0.174006316,-0.486080833,-0.349085446,-0.882929085,-0.876467225,-0.573028198,-0.298000107,-0.172113376,-0.387567684,-0.375743131,-0.157819076,-0.469546,-0.207888879,-0.166958943,0.268157013,-0.215306852,1.022554465,-0.235024364,-0.183778144,-0.233774283,-0.325330854,-0.290133699,-0.210604605,-0.408797284,-0.092527374,-0.325110404,-0.319066879,0.355506187
92,9120041150685,Amber,0.569275334,0.134908272,0.626843318,-0.548262809,0.034144624,0.875542806,0.942905668,1.247901917,-0.063587138,-0.086187364,0.61872174,0.797132935,0.051559218,-0.040667969,0.011409102,0.497079613,0.196479586,0.892453911,-0.032624963,-0.181588072,0.812308989,0.299734753,1.05234638,0.394428359,-0.184149467,0.52593768,1.092254011,0.262349763,0.011554303,-0.2801879,-0.155979368,0.520899072,-0.41230976,-0.157526098,-0.363455605,-0.746312157,-0.630156705,-0.164622066,-0.280951391,0.039381638,-0.235412798,-0.037702037,-0.305115811,-0.262030858,-0.142963307,-0.304534713,0.224952353,-0.316400797,-0.298737004,0.258097992
93,5425006700139,Tripel,-0.374406715,-0.886216671,-0.267289789,0.448749703,0.43846597,0.582501189,0.682309867,1.044011209,-0.193148413,-0.258345027,-0.59291832,-0.384657175,-0.460931786,0.006155785,-0.318705428,-0.247500137,-0.880184388,-0.017874345,0.429981056,0.468984298,0.234753768,0.516874576,0.371917119,-0.349961407,-0.279515127,-0.323938551,-0.344615849,-0.043717418,0.124487828,-0.210152009,-0.48556862,0.414760173,0.142062159,-0.084852592,0.801388295,-0.465282887,-0.20397553,0.240003594,-0.392145144,0.642138682,-0.194456763,0.074829887,-0.304324965,-0.275719588,0.271347568,0.246187202,0.441721973,-0.131639279,-0.431467784,0.103597442
238,5412896000432,Blond,0.548044231,-0.206596482,-0.074760567,0.235520213,0.457103782,-0.174916644,-0.129476187,-0.068955125,-0.208556834,0.183710496,-0.364680112,-0.181058079,-0.010896077,-0.316721583,-0.355692105,-0.361839155,-0.375076611,-0.312817495,-0.12044397,-0.1653104,-0.396645005,-0.10910055,-0.14052828,-0.527255837,-0.033098842,-0.456001347,-0.130062693,-0.33252496,-0.313071566,-0.312700309,0.391930831,-0.066126147,-0.041476818,1.561159147,0.247698796,0.384342447,0.936795497,0.308098177,0.031047212,-0.120308934,-0.184973815,0.074744559,-0.275693057,-0.276884051,0.355009819,-0.160811654,-0.32215798,-0.115279687,-0.066286524,-0.543955775
76,5412583240837,Blond,-0.222891404,-0.014359842,-0.241045855,-0.219980975,-0.292356223,-0.031999552,0.326890046,-0.080568011,-0.256846591,-0.324294813,-0.538610788,-0.097326775,-0.046397094,-0.27544585,-0.426074673,0.075703357,-0.32466888,0.229861986,-0.234424519,-0.144663902,-0.400675021,-0.227810565,-0.266322705,-0.32971913,0.16108712,-0.153548258,0.291496713,-0.332878507,-0.055423472,-0.349581005,0.588228508,0.288955557,-0.211456792,1.831101474,-0.144193381,-0.239374453,0.525996874,-0.356219049,0.070732652,-0.234353571,-0.037936578,1.013731211,-0.331197156,-0.277935224,-0.350926111,0.19118238,0.172152637,0.161754266,0.030865527,-0.058113414
107,5412343152332,Dubbel,0.29413785,-0.033431477,0.109706297,-0.065078041,-0.175527927,-0.234786875,-0.358608486,0.05153076,-0.095921047,0.003272171,0.379990512,0.41606243,0.015295457,0.250221568,0.049971125,-0.283733795,-0.4703124,0.038931197,0.1985838,-0.319273034,0.012988907,-0.272291463,-0.014117281,0.1909305,-0.030359051,-0.13733081,-0.510596172,-0.116590388,0.126527599,0.306838093,-0.468558823,0.176006075,0.030125116,-0.270202339,0.123558366,-0.080314411,-0.075266416,-0.225386839,0.111611513,-0.257071775,-0.18192213,-0.21769707,-0.304882645,-0.276372668,-0.217960223,-0.052052998,0.129831083,-0.16984355,0.318878956,0.48082203
205,793573165763,Brut,-0.117174259,0.633682392,0.83001647,-0.59238833,0.178785166,1.209207597,-0.405857896,-0.458309285,1.316926778,1.511101066,0.309046968,1.126158475,0.420520225,-0.497612294,-0.294071676,0.032850985,0.067025834,0.336920477,-0.526737078,0.077256199,0.52473357,-0.358209143,-0.302655853,0.834749826,0.970804361,0.438943854,1.873783892,0.191058513,-0.322176568,-0.251961874,0.33307816,0.30429414,-0.994606558,-0.127874432,-0.513726054,2.317193605,-0.594248603,-0.376104473,-0.498208782,-0.29440344,-0.171125303,-0.243970646,0.766301715,0.990113572,-0.374259134,0.020006555,0.61014423,0.821482644,0.252704081,-0.22895563
